source_file,card_id,card_name,status,output_path,source_cdb
c22501005.lua,22501005,Ritual Beast Inheritance,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ritual_Beast_Inheritance.lua,cards.cdb
c2250266.lua,2250266,Morphtronic Staplen,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Morphtronic_Staplen.lua,cards.cdb
c22510667.lua,22510667,Gouki The Solid Ogre,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gouki_The_Solid_Ogre.lua,cards.cdb
c22512237.lua,22512237,Mechanical Hound,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mechanical_Hound.lua,cards.cdb
c22512406.lua,22512406,Masked Ninja Ebisu,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Masked_Ninja_Ebisu.lua,cards.cdb
c22530212.lua,22530212,Magic Hand,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Magic_Hand.lua,cards.cdb
c22537443.lua,22537443,Sebek's Blessing,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sebek's_Blessing.lua,cards.cdb
c22539270.lua,22539270,Scrap Lube,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Scrap_Lube.lua,cards.cdb
c2254222.lua,2254222,Speedroid Wing Synchron,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Speedroid_Wing_Synchron.lua,cards.cdb
c22555834.lua,22555834,Stairway to a Fabled Realm,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Stairway_to_a_Fabled_Realm.lua,cards.cdb
c22567609.lua,22567609,Nimble Momonga,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Nimble_Momonga.lua,cards.cdb
c22586618.lua,22586618,Simorgh of Darkness,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Simorgh_of_Darkness.lua,cards.cdb
c22587018.lua,22587018,Hydrogeddon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hydrogeddon.lua,cards.cdb
c22589918.lua,22589918,Reload,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Reload.lua,cards.cdb
c22593417.lua,22593417,Topologic Gumblar Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Topologic_Gumblar_Dragon.lua,cards.cdb
c22609617.lua,22609617,Mataza the Zapper,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mataza_the_Zapper.lua,cards.cdb
c22610082.lua,22610082,The Mask of Remnants,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Mask_of_Remnants.lua,cards.cdb
c22617205.lua,22617205,Stellarknight Zefraxciton,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Stellarknight_Zefraxciton.lua,cards.cdb
c22623509.lua,22623509,"Verre, the Maid of Endymion",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Verre,_the_Maid_of_Endymion.lua",cards.cdb
c22624373.lua,22624373,"Lyla, Lightsworn Sorceress",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lyla,_Lightsworn_Sorceress.lua",cards.cdb
c22628574.lua,22628574,Fake Feather,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fake_Feather.lua,cards.cdb
c22634473.lua,22634473,Destined Rivals,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Destined_Rivals.lua,cards.cdb
c22638495.lua,22638495,"Dinoster Power, the Mighty Dracoslayer",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dinoster_Power,_the_Mighty_Dracoslayer.lua",cards.cdb
c2263869.lua,2263869,Ultimate Slayer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ultimate_Slayer.lua,cards.cdb
c22653490.lua,22653490,Lightning Chidori,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lightning_Chidori.lua,cards.cdb
c22657402.lua,22657402,"Isolde, Belle of the Underworld",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Isolde,_Belle_of_the_Underworld.lua",cards.cdb
c22662014.lua,22662014,Amazement Assistant Delia,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Amazement_Assistant_Delia.lua,cards.cdb
c2266498.lua,2266498,Vendread Reunion,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vendread_Reunion.lua,cards.cdb
c22666164.lua,22666164,Commander Covington,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Commander_Covington.lua,cards.cdb
c22669793.lua,22669793,Eldlixir of the Glorious Golden Land,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Eldlixir_of_the_Glorious_Golden_Land.lua,cards.cdb
c22702055.lua,22702055,Umi,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Umi.lua,cards.cdb
c22712877.lua,22712877,Paralyzing Mushroom,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Paralyzing_Mushroom.lua,cards.cdb
c22723778.lua,22723778,"Clorless, Chaos King of Dark World",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Clorless,_Chaos_King_of_Dark_World.lua",cards.cdb
c22734799.lua,22734799,Summoner of the Sacred Beasts,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Summoner_of_the_Sacred_Beasts.lua,cards.cdb
c2273734.lua,2273734,Satellarknight Altair,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Satellarknight_Altair.lua,cards.cdb
c22747316.lua,22747316,Retort,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Retort.lua,cards.cdb
c22748199.lua,22748199,The Ice-Bound God,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Ice-Bound_God.lua,cards.cdb
c22751868.lua,22751868,Karakuri Showdown Castle,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Karakuri_Showdown_Castle.lua,cards.cdb
c22754505.lua,22754505,Small Piece Golem,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Small_Piece_Golem.lua,cards.cdb
c22765132.lua,22765132,Performapal Call,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Call.lua,cards.cdb
c22790789.lua,22790789,B.E.S. Crystal Core,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\B.E.S._Crystal_Core.lua,cards.cdb
c22790910.lua,22790910,Sage of Wisdom - Himmel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sage_of_Wisdom_-_Himmel.lua,cards.cdb
c22796548.lua,22796548,Archfiend's Oath,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Archfiend's_Oath.lua,cards.cdb
c22802010.lua,22802010,Blind Obliteration,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Blind_Obliteration.lua,cards.cdb
c22804410.lua,22804410,Deep-Eyes White Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Deep-Eyes_White_Dragon.lua,cards.cdb
c22804644.lua,22804644,Doom Virus Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Doom_Virus_Dragon.lua,cards.cdb
c22812068.lua,22812068,Earth Armor Ninja,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Earth_Armor_Ninja.lua,cards.cdb
c22812963.lua,22812963,Regenesis Lord,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Regenesis_Lord.lua,cards.cdb
c22819092.lua,22819092,Fish Sonar,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fish_Sonar.lua,cards.cdb
c22829942.lua,22829942,Fusion Recycling Plant,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fusion_Recycling_Plant.lua,cards.cdb
c22835145.lua,22835145,Blackwing - Blizzard the Far North,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Blackwing_-_Blizzard_the_Far_North.lua,cards.cdb
c22837504.lua,22837504,Mist Valley Soldier,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mist_Valley_Soldier.lua,cards.cdb
c22842126.lua,22842126,Pantheism of the Monarchs,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Pantheism_of_the_Monarchs.lua,cards.cdb
c22842214.lua,22842214,Sea Lancer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sea_Lancer.lua,cards.cdb
c22850702.lua,22850702,Chaos Angel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Chaos_Angel.lua,cards.cdb
c22858242.lua,22858242,Zeman the Ape King,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Zeman_the_Ape_King.lua,cards.cdb
c22862454.lua,22862454,Proxy Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Proxy_Dragon.lua,cards.cdb
c22865492.lua,22865492,Vision HERO Increase,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vision_HERO_Increase.lua,cards.cdb
c22866836.lua,22866836,Spin Turn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spin_Turn.lua,cards.cdb
c22869904.lua,22869904,That Wacky Alchemy!,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\That_Wacky_Alchemy!.lua,cards.cdb
c22873798.lua,22873798,Hyena,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hyena.lua,cards.cdb
c2287848.lua,2287848,Vendread Revolution,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vendread_Revolution.lua,cards.cdb
c22888900.lua,22888900,Grisaille Prison,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Grisaille_Prison.lua,cards.cdb
c22900219.lua,22900219,Dinowrestler Chimera T Wrextle,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dinowrestler_Chimera_T_Wrextle.lua,cards.cdb
c22900598.lua,22900598,Vampire Takeover,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vampire_Takeover.lua,cards.cdb
c22908820.lua,22908820,Elemental HERO Sunrise,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Elemental_HERO_Sunrise.lua,cards.cdb
c22912101.lua,22912101,Surge Blitzclique,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Surge_Blitzclique.lua,cards.cdb
c22916418.lua,22916418,Mantman the Ultrahuman,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mantman_the_Ultrahuman.lua,cards.cdb
c22923081.lua,22923081,Breaker the Dark Magical Warrior,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Breaker_the_Dark_Magical_Warrior.lua,cards.cdb
c22933016.lua,22933016,A.I.dle Reborn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\A.I.dle_Reborn.lua,cards.cdb
c22938501.lua,22938501,Regenesis Sage,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Regenesis_Sage.lua,cards.cdb
c22953211.lua,22953211,Bellcat Fighter,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Bellcat_Fighter.lua,cards.cdb
c2295440.lua,2295440,One for One,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\One_for_One.lua,cards.cdb
c2295831.lua,2295831,Symbol of Friendship,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Symbol_of_Friendship.lua,cards.cdb
c22959079.lua,22959079,Dimensionhole,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dimensionhole.lua,cards.cdb
c22970795.lua,22970795,Wightlord,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wightlord.lua,cards.cdb
c22984000.lua,22984000,Mercurium the Living Quicksilver,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mercurium_the_Living_Quicksilver.lua,test-update.cdb
c22991179.lua,22991179,Insect Neglect,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Insect_Neglect.lua,cards.cdb
c22993208.lua,22993208,Onslaught of the Fire Kings,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Onslaught_of_the_Fire_Kings.lua,cards.cdb
c22996376.lua,22996376,Behemoth the King of All Animals,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Behemoth_the_King_of_All_Animals.lua,cards.cdb
c23002292.lua,23002292,Red Reboot,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Red_Reboot.lua,cards.cdb
c23008320.lua,23008320,Resonator Call,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Resonator_Call.lua,cards.cdb
c23015896.lua,23015896,Fire King High Avatar Garunix,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fire_King_High_Avatar_Garunix.lua,cards.cdb
c23020408.lua,23020408,Soul Servant,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Soul_Servant.lua,cards.cdb
c23051413.lua,23051413,Naturia Stag Beetle,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Naturia_Stag_Beetle.lua,cards.cdb
c23064604.lua,23064604,Erebus the Underworld Monarch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Erebus_the_Underworld_Monarch.lua,cards.cdb
c23068051.lua,23068051,Waterfall of Dragon Souls,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Waterfall_of_Dragon_Souls.lua,cards.cdb
c23076639.lua,23076639,Gazelle the King of Mythical Claws,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gazelle_the_King_of_Mythical_Claws.lua,cards.cdb
c23085002.lua,23085002,Number 68: Sanaphond the Sky Prison,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_68_Sanaphond_the_Sky_Prison.lua,cards.cdb
c23087070.lua,23087070,Rose Witch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Rose_Witch.lua,cards.cdb
c23093373.lua,23093373,Selettrice Vaalmonica,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Selettrice_Vaalmonica.lua,cards.cdb
c23093604.lua,23093604,X-Saber Pashuul,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\X-Saber_Pashuul.lua,cards.cdb
c23099524.lua,23099524,Pharaonic Advent,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Pharaonic_Advent.lua,cards.cdb
c2311090.lua,2311090,Spright Carrot,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spright_Carrot.lua,cards.cdb
c23116808.lua,23116808,"Goka, the Pyre of Malice",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Goka,_the_Pyre_of_Malice.lua",cards.cdb
c23118924.lua,23118924,Element Doom,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Element_Doom.lua,cards.cdb
c23122036.lua,23122036,Intrigue Shield,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Intrigue_Shield.lua,cards.cdb
c2314238.lua,2314238,Dark Magic Attack,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dark_Magic_Attack.lua,cards.cdb
c23147658.lua,23147658,Weathering Soldier,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Weathering_Soldier.lua,cards.cdb
c23151193.lua,23151193,Diabellstar Vengeance,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Diabellstar_Vengeance.lua,cards.cdb
c23153227.lua,23153227,Seventh Ascension,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Seventh_Ascension.lua,cards.cdb
c23160024.lua,23160024,Amorphous Persona,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Amorphous_Persona.lua,cards.cdb
c2316186.lua,2316186,Princess Curran,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Princess_Curran.lua,cards.cdb
c23166823.lua,23166823,Ritual Beast Tamer Zefrawendi,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ritual_Beast_Tamer_Zefrawendi.lua,cards.cdb
c23168060.lua,23168060,Key Man the Key Warrior,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Key_Man_the_Key_Warrior.lua,cards.cdb
c23171610.lua,23171610,Limiter Removal,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Limiter_Removal.lua,cards.cdb
c23187256.lua,23187256,Number 93: Utopia Kaiser,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_93_Utopia_Kaiser.lua,cards.cdb
c23204029.lua,23204029,Contrast HERO Chaos,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Contrast_HERO_Chaos.lua,cards.cdb
c23205979.lua,23205979,Spirit Reaper,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spirit_Reaper.lua,cards.cdb
c23212990.lua,23212990,Six Strike - Thunder Blast,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Six_Strike_-_Thunder_Blast.lua,cards.cdb
c23213239.lua,23213239,Danger! Disturbance! Disorder!,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Danger!_Disturbance!_Disorder!.lua,cards.cdb
c23219323.lua,23219323,Junk Warrior/Assault Mode,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Junk_WarriorAssault_Mode.lua,cards.cdb
c23220533.lua,23220533,Starry Knight Rayel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Starry_Knight_Rayel.lua,cards.cdb
c23220863.lua,23220863,Magical Cavalry of Cxulub,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Magical_Cavalry_of_Cxulub.lua,cards.cdb
c2322421.lua,2322421,Road Warrior,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Road_Warrior.lua,cards.cdb
c23232295.lua,23232295,Battlin' Boxer Lead Yoke,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Battlin'_Boxer_Lead_Yoke.lua,cards.cdb
c23234094.lua,23234094,Evolsaur Elias,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Evolsaur_Elias.lua,cards.cdb
c23249029.lua,23249029,Cursed Copycat Noble Arms,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cursed_Copycat_Noble_Arms.lua,test-update.cdb
c23265313.lua,23265313,Cost Down,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cost_Down.lua,cards.cdb
c23265594.lua,23265594,Heavy Mech Support Platform,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Heavy_Mech_Support_Platform.lua,cards.cdb
c2326738.lua,2326738,Des Lacooda,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Des_Lacooda.lua,cards.cdb
c23269426.lua,23269426,Final Gesture,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Final_Gesture.lua,cards.cdb
c23270035.lua,23270035,Monster Assortment,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Monster_Assortment.lua,cards.cdb
c23274061.lua,23274061,Wattsquirrel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wattsquirrel.lua,cards.cdb
c23282832.lua,23282832,Over Limit,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Over_Limit.lua,cards.cdb
c23288411.lua,23288411,Mementoal Tecuhtlica - Combined Creation,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mementoal_Tecuhtlica_-_Combined_Creation.lua,cards.cdb
c23289281.lua,23289281,Karate Man,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Karate_Man.lua,cards.cdb
c23296404.lua,23296404,Igknight Lancer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Igknight_Lancer.lua,cards.cdb
c23297235.lua,23297235,Flamvell Firedog,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Flamvell_Firedog.lua,cards.cdb
c23299957.lua,23299957,Vehicroid Connection Zone,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vehicroid_Connection_Zone.lua,test-update.cdb
c23303072.lua,23303072,Montage Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Montage_Dragon.lua,cards.cdb
c23309606.lua,23309606,Infernal Incinerator,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Infernal_Incinerator.lua,cards.cdb
c23314220.lua,23314220,Spellbook of Knowledge,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spellbook_of_Knowledge.lua,cards.cdb
c23323812.lua,23323812,Telepathic Power,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Telepathic_Power.lua,cards.cdb
c23327298.lua,23327298,Parallel Selection,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Parallel_Selection.lua,cards.cdb
c23331400.lua,23331400,Link Streamer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Link_Streamer.lua,cards.cdb
c2333365.lua,2333365,Tyr of the Nordic Champions,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tyr_of_the_Nordic_Champions.lua,cards.cdb
c2333466.lua,2333466,Gandora-G the Dragon of Destruction,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gandora-G_the_Dragon_of_Destruction.lua,cards.cdb
c23338098.lua,23338098,Assault Blackwing - Chidori the Rain Sprinkling,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Assault_Blackwing_-_Chidori_the_Rain_Sprinkling.lua,cards.cdb
c23361526.lua,23361526,Hi-Speedroid Cork Shooter,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hi-Speedroid_Cork_Shooter.lua,cards.cdb
c23377425.lua,23377425,S-Force Bridgehead,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\S-Force_Bridgehead.lua,cards.cdb
c23377694.lua,23377694,Performapal Sellshell Crab,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Sellshell_Crab.lua,cards.cdb
c23379054.lua,23379054,"Ghost Charon, the Underworld Boatman",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ghost_Charon,_the_Underworld_Boatman.lua",cards.cdb
c23384666.lua,23384666,"Gizmek Taniguku, the Immobile Intellect",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gizmek_Taniguku,_the_Immobile_Intellect.lua",cards.cdb
c2339825.lua,2339825,T.G. Close,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\T.G._Close.lua,cards.cdb
c23401839.lua,23401839,Senju of the Thousand Hands,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Senju_of_the_Thousand_Hands.lua,cards.cdb
c23408872.lua,23408872,Tradetoad,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tradetoad.lua,cards.cdb
c23421244.lua,23421244,Reborn Zombie,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Reborn_Zombie.lua,cards.cdb
c23424603.lua,23424603,Wasteland,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wasteland.lua,cards.cdb
c23431858.lua,23431858,Tenyi Spirit - Vishuda,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tenyi_Spirit_-_Vishuda.lua,cards.cdb
c23434538.lua,23434538,"Maxx ""C""",written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Maxx_C.lua,cards.cdb
c23440062.lua,23440062,Wicked Rebirth,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wicked_Rebirth.lua,cards.cdb
c23440231.lua,23440231,Infernoid Devyaty,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Infernoid_Devyaty.lua,cards.cdb
c23442438.lua,23442438,Synchro Chase,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Synchro_Chase.lua,cards.cdb
c2344618.lua,2344618,Lunalight Masquerade,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lunalight_Masquerade.lua,test-update.cdb
c23446369.lua,23446369,Eye of Illusion,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Eye_of_Illusion.lua,cards.cdb
c23454876.lua,23454876,CXyz Dark Fairy Cheer Girl,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\CXyz_Dark_Fairy_Cheer_Girl.lua,cards.cdb
c23459650.lua,23459650,Rebirth of Nephthys,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Rebirth_of_Nephthys.lua,cards.cdb
